Nom,Domaine,Périodicité,Mois,Coordonnees,Commune,Region,Code postal,Creation
Les francofolies de la rochelle,Musique,Annuelle,Juillet,"46.1620643972,-1.17465702836",La Rochelle,Nouvelle-Aquitaine,17000,1985
Atout arts,Musique,Annuelle,Juillet,"46.9828628407,-0.199581467021",Thouars,Nouvelle-Aquitaine,79100,1993
Festival international du documentaire de marseille (fid),Cinéma,Annuelle,Juillet,"43.2999009436,5.38227869795",Marseille,Provence-Alpes-Côte d'Azur,13001,1991
Fest in riberac,Musique,Annuelle,Juillet,"45.2457883325,0.334782848632",Riberac,Nouvelle-Aquitaine,24600,2016
Moz'aique,Musique,Annuelle,Juillet,"49.498452502,0.140153719153",Le Havre,Normandie,76610,2010
Au fil du son,Musique,Annuelle,Juillet,"46.1412232275,0.300987364675",Civray,Nouvelle-Aquitaine,86400,2004
Festival du chateau a sollies pont,Musique,Annuelle,Juillet,"43.1907611248,6.06327697157",Sollies Pont,Provence-Alpes-Côte d'Azur,83210,
Festival du haut limousin,Musique,Annuelle,Juillet,"46.1696846397,1.2141520992",Villefavard,Nouvelle-Aquitaine,87190,1999
Les echappees musicales du medoc,Musique,Annuelle,Juillet,"44.8572445351,-0.57369678116",Bordeaux,Nouvelle-Aquitaine,33000,2016
Festival django reinhardt,Musique,Annuelle,Juillet,"48.4550515717,2.75291155262",Samois Sur Seine,Île-de-France,77920,1980
Les jeudis des musiques du monde,Musique,Annuelle,Juillet,"45.7707704179,4.88845817426",Villeurbanne,Auvergne-Rhône-Alpes,69100,1997
American jazz festiv'halles,Musique,Annuelle,Juillet,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2006
Les nocturnes sainte victoire a peynier,Musique,Annuelle,Juillet,"43.439686405,5.62516789037",Trets,Provence-Alpes-Côte d'Azur,13790,2016
Foreztival,Musique,Annuelle,Aout,"45.7251404881,4.00078301382",Trelins,Auvergne-Rhône-Alpes,42130,2004
Rock n poche,Musique,Annuelle,Aout,"46.2555235551,6.47324374853",Habere Poche,Auvergne-Rhône-Alpes,74420,
Les pyroconcerts de talloires,Divers,Annuelle,Aout,"45.8357923857,6.23052089871",Talloires Montmin,Auvergne-Rhône-Alpes,74210,1996
Festival dansem,Danse,Annuelle,Decembre,"43.2999009436,5.38227869795",Marseille,Provence-Alpes-Côte d'Azur,13001,
Festival international du cirque de massy,Théâtre,Annuelle,Janvier,"48.7277896426,2.27513131903",Massy,Île-de-France,91300,1993
Le grand soufflet,Musique,Annuelle,Octobre,"48.0451561683,-1.70650297343",Chartres De Bretagne,Bretagne,35131,1996
Moments lyriques de chartres et d'eure et loir,Musique,Annuelle,Octobre,"48.4471464884,1.50570610616",Chartres,Centre-Val de Loire,28000,1989
Les journees ravel,Musique,Annuelle,Octobre,"48.771347152,1.80894544858",Montfort L'amaury,Île-de-France,78490,1996
Festival maintenant,Divers,Annuelle,Octobre,"48.1119791219,-1.68186449144",Rennes,Bretagne,35700,2001
Blues de traverse,Musique,Annuelle,Octobre,"49.316254089,1.03978678909",Cleon,Normandie,76410,1993
Riam - festival for unlimited art & music,Musique,Annuelle,Octobre,"43.2999009436,5.38227869795",Marseille,Provence-Alpes-Côte d'Azur,13001,2008
Du rock et des vaches,Musique,Annuelle,Octobre,"47.4219645317,-0.319673646947",Andard,Pays de la Loire,49800,1999
Sismic hip hop festival,Musique,Annuelle,Octobre,"45.7856492991,3.11554542903",Clermont Ferrand,Auvergne-Rhône-Alpes,63100,2015
Festival bd en perigord,Livre,Annuelle,Octobre,"45.1789592433,0.820956969026",Bassillac,Nouvelle-Aquitaine,24330,2016
Make some noise a cannes,Musique,Annuelle,Octobre,"43.5526202843,7.00427592728",Cannes,Provence-Alpes-Côte d'Azur,06400,2016
Athena blues festival,Musique,Annuelle,Novembre,"50.3750172475,3.56642418912",St Saulve,Hauts-de-France,59880,2017
Bandits-mages (festival),Divers,Annuelle,Novembre,"47.0749572013,2.40417137557",Bourges,Centre-Val de Loire,18000,
Bebop festival,Musique,Annuelle,Novembre,"47.9885256718,0.200030493539",Le Mans,Pays de la Loire,72000,1987
Samain festival,Musique,Annuelle,Novembre,"48.2130666672,-1.75057215298",La Meziere,Bretagne,35520,2011
Rire onet,Théâtre,Annuelle,Septembre,"44.3825530939,2.56000835023",Onet Le Chateau,Occitanie,12850,2010
Label rue,Théâtre,Annuelle,Septembre,"43.825503937,4.43410669109",Rodilhan,Occitanie,30230,2012
Nimes metropole jazz festival,Musique,Annuelle,Septembre,"43.844938394,4.34806796996",Nimes,Occitanie,30900,2007
Dream nation,Musique,Annuelle,Septembre,"48.9035359139,2.30575230452",Clichy,Île-de-France,92110,2014
Le loup vert,Musique,Annuelle,Septembre,"49.427073553,0.831659847193",Jumieges,Normandie,76480,2016
34 tours,Musique,Annuelle,Novembre,"43.6393937216,3.57384628868",Gignac,Occitanie,34150,2005
Rencontres d'averroes,Livre,Annuelle,Novembre,"43.2999009436,5.38227869795",Marseille,Provence-Alpes-Côte d'Azur,13001,
Festival rock celtique,Musique,Annuelle,Aout,"48.5851575322,3.98528853809",Plancy L Abbaye,Grand Est,10380,2008
Zic a nouic (zicanouic),Musique,Annuelle,Aout,"46.0620120225,0.915164140935",Nouic,Nouvelle-Aquitaine,87330,2014
Sucs en scene,Musique,Annuelle,Aout,"45.1393761299,4.13104937731",Yssingeaux,Auvergne-Rhône-Alpes,43200,2014
Festival les pieds dans la sauce,Musique,Annuelle,Aout,"47.3394574162,1.04082548728",Civray De Touraine,Centre-Val de Loire,37150,2011
Limeil blues festival,Musique,Annuelle,Septembre,"48.7450357782,2.48936184357",Limeil Brevannes,Île-de-France,94450,2017
Les art'scenes,Musique,Annuelle,Septembre,"47.2316356767,-1.54831008605",Nantes,Pays de la Loire,44200,2011
Festival humour boeuf theatre,Théâtre,Annuelle,Septembre,"43.587465146,7.10635418256",Antibes,Provence-Alpes-Côte d'Azur,06160,1978
Colmar jazz festival,Musique,Annuelle,Septembre,"48.1099405789,7.38468690323",Colmar,Grand Est,68000,1996
Merci bonsoir festival,Théâtre,Annuelle,Septembre,"45.1821215167,5.72133051752",Grenoble,Auvergne-Rhône-Alpes,38000,2015
Muses en troc,Théâtre,Annuelle,Septembre,"47.2077664835,-1.29844309328",Le Landreau,Pays de la Loire,44430,2003
Bel air claviers festival,Musique,Annuelle,Septembre,"45.583182552,5.90903392417",Chambery,Auvergne-Rhône-Alpes,73000,2012
Euroclassic,Musique,Annuelle,Septembre,"49.0782664216,7.35808063345",Hottviller,Grand Est,57720,1990
Festival international de folklore de château-gombert,Danse,Annuelle,Juillet,"43.2999009436,5.38227869795",Marseille,Provence-Alpes-Côte d'Azur,13001,
Festival courtscourts 2018,Cinéma,Annuelle,Juillet,"43.5935800875,6.310682972",Tourtour,Provence-Alpes-Côte d'Azur,83690,
Lupul'in meteren,Musique,Annuelle,Aout,"50.7479005121,2.67634884839",Meteren,Hauts-de-France,59270,2011
La poutre,Musique,Annuelle,Aout,"43.3594273416,1.53862839097",Mauvaisin,Occitanie,31190,2015
Les rues de l'etang,Théâtre,Annuelle,Aout,"43.5502689105,4.9511813524",Istres,Provence-Alpes-Côte d'Azur,13118,2016
Festigrat's,Musique,Annuelle,Aout,"46.1265071577,6.60770716363",Taninges,Auvergne-Rhône-Alpes,74440,2009
Tarbes en tango,Musique,Annuelle,Aout,"43.2347859635,0.0660093937851",Tarbes,Occitanie,65000,1998
Blues en loire,Musique,Annuelle,Aout,"47.1835862006,3.02885515594",La Charite Sur Loire,Bourgogne-Franche-Comté,58400,2003
Fete des chavans,Musique,Annuelle,Juillet,"46.7817092789,2.98716115012",Chateau Sur Allier,Auvergne-Rhône-Alpes,03320,
Boudu la jongle,Théâtre,Annuelle,Juillet,"43.7075932093,1.36359468155",Gagnac Sur Garonne,Occitanie,31150,
Belledonne en cirque,Théâtre,Annuelle,Juillet,"45.1681206613,5.90991149845",Revel,Auvergne-Rhône-Alpes,38420,
Jazzellerault,Musique,Annuelle,Mai,"46.8156700185,0.552598976936",Chatellerault,Nouvelle-Aquitaine,86100,1994
Forum du livre de saint-louis,Livre,Annuelle,Mai,"47.6016553367,7.54061872745",St Louis,Grand Est,68300,1984
Ô mauvais buisson,Musique,Annuelle,Mai,"47.4827042599,-1.11902046549",Maumusson,Pays de la Loire,44540,2005
Festival international de guitare de lambesc,Musique,Annuelle,Juin,"43.6615217681,5.25191446931",Lambesc,Provence-Alpes-Côte d'Azur,13410,2001
Continents et cultures,Musique,Biennale,Juin,"45.9874596667,4.73174007305",Villefranche Sur Saone,Auvergne-Rhône-Alpes,69400,1981
Festival des forêts,Musique,Annuelle,Juin,"49.3990601478,2.85317249363",Compiegne,Hauts-de-France,60200,1993
Festival d’anères - un festival de cinéma muet dans les hautes-pyrénées,Cinéma,Annuelle,Juin,"43.0760669312,0.464444450073",Aneres,Occitanie,65150,1999
Lacher d'artistes,Musique,Annuelle,Juin,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2009
Vosges moto estival,Divers,Annuelle,Juin,"48.2967093514,6.93809367547",St Die Des Vosges,Grand Est,88100,2019
Festival estival de trelaze,Musique,Annuelle,Juin,"47.451357179,-0.473458788346",Trelaze,Pays de la Loire,49800,1996
Salon du livre de montmorillon,Livre,Annuelle,Juin,"46.4263978846,0.895458347632",Montmorillon,Nouvelle-Aquitaine,86500,2000
Monticule festival,Musique,Annuelle,Juin,"44.4301259055,1.83118318259",St Jean De Laur,Occitanie,46260,
Fest inventio,Musique,Annuelle,Juin,"48.5633093312,3.28756780085",Provins,Île-de-France,77160,
Pay'ta tong,Théâtre,Annuelle,Juin,"46.7215872927,-1.33469332327",La Ferriere,Pays de la Loire,85280,2004
Festival dynamic,Musique,Annuelle,Juin,"46.3385883496,2.60390499777",Montlucon,Auvergne-Rhône-Alpes,03100,2016
Jazz aux sources,Musique,Annuelle,Juin,"45.9206993185,3.0632143777",Chatel Guyon,Auvergne-Rhône-Alpes,63140,1999
Avoine zone groove,Musique,Annuelle,Juin,"47.2237767737,0.18754463005",Avoine,Centre-Val de Loire,37420,2000
Nuits atypiques,Musique,Annuelle,Juillet,"44.7425058294,0.160918010334",Langon,Nouvelle-Aquitaine,33210,1992
Musiques d'ici et d'ailleurs,Musique,Annuelle,Juin,"48.9640892125,4.37883539725",Chalons En Champagne,Grand Est,51000,1992
Festival agrock,Musique,Annuelle,Janvier,"48.1119791219,-1.68186449144",Rennes,Bretagne,35700,1990
Woodstower,Musique,Annuelle,Aout,"45.7699284397,4.82922464978",Lyon,Auvergne-Rhône-Alpes,69001,1998
Color summer festival,Musique,Annuelle,Aout,"43.4719558114,6.76361597424",Frejus,Provence-Alpes-Côte d'Azur,83600,
Festival mondial des théâtres de marionnette,Théâtre,Biennale,Septembre,"49.7752965803,4.71724655966",Charleville Mezieres,Grand Est,08000,1961
Festival des vents,Musique,Annuelle,Aout,"43.9337788848,4.90875878315",Morieres Les Avignon,Provence-Alpes-Côte d'Azur,84310,2002
Festival international du cirque du val d'oise,Théâtre,Annuelle,Octobre,"49.0296655684,2.32290103729",Domont,Île-de-France,95330,
Bernard dimey,Musique,Annuelle,Mai,"48.037521428,5.36502804198",Nogent,Grand Est,52800,2000
L'oreille absolue fait son cirque,Théâtre,Annuelle,Mai,"47.5627694258,7.43780573745",Michelbach Le Haut,Grand Est,68220,2009
Barbara,Musique,Annuelle,Mai,"45.1534136901,5.31720171085",St Marcellin,Auvergne-Rhône-Alpes,38160,2000
Jazz and blues festival de leognan,Musique,Annuelle,Juin,"44.7191460436,-0.614707683753",Leognan,Nouvelle-Aquitaine,33850,1996
Festival le court en dit long - paris,Cinéma,Annuelle,Juin,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,1993
Festival togaether,Divers,Annuelle,Juin,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2016
Contre temps,Musique,Annuelle,Juin,"48.5712679849,7.76752679517",Strasbourg,Grand Est,67100,2004
Arrête ton cirque,Théâtre,Annuelle,Juin,"48.030192406,-2.17342058709",Paimpont,Bretagne,35380,
Jazz for ville,Musique,Annuelle,Mai,"48.7960843864,2.42124593241",Alfortville,Île-de-France,94140,1997
Rencontres festives de l'epicycle,Musique,Annuelle,Juin,"43.9352448339,4.84071572505",Avignon,Provence-Alpes-Côte d'Azur,84140,
Fort-de-france,Théâtre,Annuelle,Juillet,"14.6411114389,-61.0691889244",Fort De France,Martinique,97234,
Bordeaux cite tango festival,Musique,Annuelle,Mai,"44.8572445351,-0.57369678116",Bordeaux,Nouvelle-Aquitaine,33000,
Rencontres entre les mondes,Théâtre,Annuelle,Mai,"44.9082255842,5.00743034189",Chabeuil,Auvergne-Rhône-Alpes,26120,2005
Demigny on the rock,Musique,Annuelle,Mai,"46.9145180669,4.84793098636",Demigny,Bourgogne-Franche-Comté,71150,1990
Amanad'arts,Divers,Annuelle,Mai,"43.9258213622,2.14686328555",Albi,Occitanie,81000,
Musi'colors,Musique,Annuelle,Mai,"45.5797669773,4.81420294395",Chasse Sur Rhone,Auvergne-Rhône-Alpes,38670,
Festival des arts dans la rue de valleraugue,Théâtre,Annuelle,Mai,"44.0875534961,3.61946476562",Valleraugue,Occitanie,30570,2007
Veyracomusies,Théâtre,Annuelle,Mai,"45.9034537819,1.09001899064",Veyrac,Nouvelle-Aquitaine,87520,1987
Jazz en comminges,Musique,Annuelle,Mai,"43.1199260811,0.726613564199",St Gaudens,Occitanie,31800,2003
Tôt ou t'arts,Théâtre,Annuelle,Juin,"46.3471891747,6.04650555568",Gex,Auvergne-Rhône-Alpes,01170,2002
Fimu (festival international de musique universitaire),Musique,Annuelle,Juin,"47.6471539414,6.84541206237",Belfort,Bourgogne-Franche-Comté,90000,
Déantibulations,Théâtre,Annuelle,Juin,"43.587465146,7.10635418256",Antibes,Provence-Alpes-Côte d'Azur,06160,
Berzyk,Musique,Annuelle,Juin,"49.3172125296,3.29666086699",Berzy Le Sec,Hauts-de-France,02200,2008
Festival jazz and blues de thomery,Musique,Annuelle,Juin,"48.4042073432,2.77997290314",Thomery,Île-de-France,77810,2017
"Vox, festival urbain de lecture à voix haute et du livre audio",Livre,Annuelle,Juin,"48.8633175054,2.44816211857",Montreuil,Île-de-France,93100,2011
Festi'roche,Musique,Annuelle,Juin,"45.4259230436,4.32495559821",Roche La Moliere,Auvergne-Rhône-Alpes,42230,
Festival de marseille,Théâtre,Annuelle,Juin,"43.2999009436,5.38227869795",Marseille,Provence-Alpes-Côte d'Azur,13001,1996
La terrasse ecam festival,Musique,Annuelle,Juin,"45.7699284397,4.82922464978",Lyon,Auvergne-Rhône-Alpes,69001,
God save the kouign,Musique,Annuelle,Juin,"47.8121478804,-4.34003367039",Penmarch,Bretagne,29760,
Vieilles écluses,Musique,Annuelle,Juin,"48.9455638989,2.02913706544",Carrieres Sous Poissy,Île-de-France,78955,
Festival camping (pantin),Danse,Annuelle,Juin,"48.8983093876,2.40872147475",Pantin,Île-de-France,93500,2015
Superspectives,Musique,Annuelle,Juin,"45.7699284397,4.82922464978",Lyon,Auvergne-Rhône-Alpes,69001,
Minuit avant la nuit,Musique,Annuelle,Juin,"49.9009532186,2.29007445539",Amiens,Hauts-de-France,80000,
La defense jazz festival,Musique,Annuelle,Juin,"48.8837094969,2.23834178314",Puteaux,Île-de-France,92800,1978
Festival international de musique sacree de lourdes,Musique,Annuelle,Avril,"43.1074297344,-0.0768069387932",Lourdes,Occitanie,65100,1968
Festival présences,Musique,Annuelle,Fevrier,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,1991
Festival premiers plans d'angers,Cinéma,Annuelle,Janvier,"47.476837416,-0.556125995444",Angers,Pays de la Loire,49000,1989
Les nuits givrees,Musique,Annuelle,Fevrier,"45.8120018662,4.74663974001",Dardilly,Auvergne-Rhône-Alpes,69570,2012
Drôle d’endroit pour des rencontres – rencontres du cinéma français de bron,Cinéma,Annuelle,Janvier,"45.7344856902,4.91168159471",Bron,Auvergne-Rhône-Alpes,69500,1992
Festival international du cirque de bayeux,Théâtre,Biennale,Mars,"49.2776559195,-0.704625495378",Bayeux,Normandie,14400,2005
La comedie du rire,Théâtre,Annuelle,Mars,"43.6134409138,3.86851657896",Montpellier,Occitanie,34080,2014
Mars planète danse,Danse,Annuelle,Mars,"45.6962326551,-0.33507941815",Cognac,Nouvelle-Aquitaine,16100,2016
Terre de jazz a poucharramet,Musique,Annuelle,Avril,"43.423058709,1.16684453964",Poucharramet,Occitanie,31370,2010
Escale'n'jazz,Musique,Annuelle,Avril,"48.6610194975,2.26503430984",La Ville Du Bois,Île-de-France,91620,2016
Fête du chant traditionnel,Musique,Annuelle,Avril,"47.9563331223,-1.95993951204",Bovel,Bretagne,35330,1996
Spring reggae fest,Musique,Annuelle,Mars,"47.9292220095,0.191344248929",Arnage,Pays de la Loire,72230,2007
Settimana teatrale,Théâtre,Annuelle,Mars,"42.6864768806,9.42502133338",Bastia,Corse,20200,2018
Traces contemporaines,Danse,Annuelle,Septembre,"44.4507370916,1.44075837848",Cahors,Occitanie,46000,2010
Blues rock festival,Musique,Annuelle,Septembre,"43.8824707581,4.83990004648",Chateaurenard,Provence-Alpes-Côte d'Azur,13160,2018
Paris electronic week,Musique,Annuelle,Septembre,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2013
Le circuit,Musique,Annuelle,Septembre,"46.5839207726,0.359947653003",Poitiers,Nouvelle-Aquitaine,86000,
Tribu festival,Musique,Biennale,Septembre,"47.3229437965,5.03788805877",Dijon,Bourgogne-Franche-Comté,21000,1999
Festivendanges,Musique,Annuelle,Septembre,"47.3256994042,2.82156691385",Sancerre,Centre-Val de Loire,18300,2014
We will folk you,Musique,Annuelle,Septembre,"51.0307229078,2.33752414095",Dunkerque,Hauts-de-France,59430,2011
Rock in the barn,Musique,Annuelle,Septembre,"49.0819438915,1.53288773518",Giverny,Normandie,27620,2010
Les larmes du rire,Théâtre,Annuelle,Octobre,"48.1631202656,6.47989286928",Epinal,Grand Est,88000,1984
Emergences,Arts visuels,Biennale,Octobre,"48.8983093876,2.40872147475",Pantin,Île-de-France,93500,
La jimi,Musique,Annuelle,Octobre,"48.8128063812,2.38778023612",Ivry Sur Seine,Île-de-France,94200,2007
Jazz à la sout,Musique,Annuelle,Octobre,"46.1632121428,1.87078672735",Gueret,Nouvelle-Aquitaine,23000,1998
Le festif de ganam,Musique,Annuelle,Octobre,"49.1020218463,1.59975187173",Gasny,Normandie,27620,2002
Festival du film d'animation pour la jeunesse 2018,Cinéma,Annuelle,Octobre,"46.2051520382,5.24602125501",Bourg En Bresse,Auvergne-Rhône-Alpes,01000,
Nevers a vif,Musique,Annuelle,Octobre,"46.9881194908,3.15689130958",Nevers,Bourgogne-Franche-Comté,58000,1987
Rockomotives,Musique,Annuelle,Octobre,"47.8013026692,1.06106057175",Vendome,Centre-Val de Loire,41100,1993
Festival animastar,Cinéma,Annuelle,Octobre,"48.5712679849,7.76752679517",Strasbourg,Grand Est,67100,2006
Festival international du film de saint-jean-de-luz,Cinéma,Annuelle,Octobre,"43.3947886873,-1.63099021573",St Jean De Luz,Nouvelle-Aquitaine,64500,2014
Tour de chauffe,Musique,Annuelle,Novembre,"50.6317183168,3.04783272312",Lille,Hauts-de-France,59160,2006
Festival tnb,Théâtre,Annuelle,Novembre,"48.1119791219,-1.68186449144",Rennes,Bretagne,35700,2017
Festival international des musiques juives de lyon,Musique,Annuelle,Novembre,"45.7699284397,4.82922464978",Lyon,Auvergne-Rhône-Alpes,69001,2009
Rouen reggae town,Musique,Annuelle,Juillet,"49.4093798045,1.03999262153",Le Grand Quevilly,Normandie,76120,2015
Festival rue(z)vous,Théâtre,Annuelle,Juillet,"43.628288325,7.02954476696",Valbonne,Provence-Alpes-Côte d'Azur,06560,2010
Voi(x) là l'été à epernay,Musique,Annuelle,Juillet,"49.037000689,3.93144626202",Epernay,Grand Est,51200,2015
Le grand festival,Théâtre,Annuelle,Juillet,"49.1454831903,5.36141821261",Verdun,Grand Est,55100,
Les faltaisies,Théâtre,Annuelle,Juillet,"48.8957800281,-0.193401711782",Falaise,Normandie,14700,
Festi-jazz,Musique,Annuelle,Juillet,"43.6594259137,6.80329376165",St Cezaire Sur Siagne,Provence-Alpes-Côte d'Azur,06530,
Festival d'hix,Musique,Annuelle,Aout,"42.4379971277,1.96090815348",Bourg Madame,Occitanie,66760,1968
Scène de cirque,Théâtre,Annuelle,Aout,"43.9521649219,6.90609311435",Puget Theniers,Provence-Alpes-Côte d'Azur,06260,2006
Font'arts,Théâtre,Annuelle,Aout,"43.9960550539,5.03959100234",Pernes Les Fontaines,Provence-Alpes-Côte d'Azur,84210,1997
Nuits de coartjazz,Musique,Annuelle,Aout,"43.8664901786,7.29913349222",Coaraze,Provence-Alpes-Côte d'Azur,06390,2009
Musiques en champagne,Musique,Annuelle,Aout,"49.085558433,3.94419700261",Hautvillers,Grand Est,51160,2000
Endemik festival,Musique,Annuelle,Aout,"43.4864185627,6.06826217623",Correns,Provence-Alpes-Côte d'Azur,83570,2016
Festival 40 en paires,Théâtre,Annuelle,Aout,"43.7412885635,-0.752690282166",Mugron,Nouvelle-Aquitaine,40250,2004
Biennale d'art contemporain d'anglet,Arts visuels,Biennale,Aout,"43.4917846595,-1.51623373371",Anglet,Nouvelle-Aquitaine,64600,2005
Fêtobourg,Théâtre,Annuelle,Aout,"46.0919456873,4.0633211833",Mably,Auvergne-Rhône-Alpes,42300,
Les solistes à bagatelle,Musique,Annuelle,Septembre,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2000
